Index,Brand,Product Name,Screen Size (Inches),Display type,Resolution (Pixels),Processor,Clock Speed (GHz),Core Count,Graphics,RAM (GB),RAM type,Storage,Wi-Fi,OS,Weight (kg),Warranty,Price (AUD),Link
137,HP,Laptop 14s-dq3002TU 14 Full HD laptop (Intel Pentium Silver)[256GB],14.0,IPS,1920 x 1080,Intel Core Pentium,1.0,4 Core,Intel® UHD Graphics,8,DDR4,256GB,Wi-Fi 6 (802.11 ax),Windows 11 Home,1.46,1 Year,499,https://www.jbhifi.com.au/products/hp-laptop-14s-dq3002tu-14-full-hd-laptop-intel-pentium-silver256gb
138,Lenovo,IdeaPad Slim 5 16 3K 120Hz Laptop (Intel Core Ultra 7)[1TB],16.0,OLED,2880 x 1800,Intel Core Ultra 7,,16 Core,,32,,1TB,Wi-Fi 6 (802.11 ax),Windows 11 Home,1.69,1 Year,2299,https://www.jbhifi.com.au/products/lenovo-ideapad-slim-5-16-3k-120hz-laptop-intel-core-ultra-71tb
139,Lenovo,LOQ 171RX10 17.3 Gaming Laptop (Intel Core i7) [GeForce RTX 5070],17.3,IPS LCD,1920 x 1080,Intel Core i7,,20 Core,,24,,,Wi-Fi 6 (802.11 ax),Windows 11 Home,2.9,1 Year,2999,https://www.jbhifi.com.au/products/lenovo-loq-171rx10-17-3-gaming-laptop-intel-core-i7-geforce-rtx-5070
140,Asus,VivoBook 15.6 Full HD Thin & Light Laptop (1TB)[Intel Core i5],15.6,IPS,1920 x 1080,Intel Core i5,1.3,10 Core,,16,,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.7,1 Year,799,https://www.jbhifi.com.au/products/asus-vivobook-15-6-full-hd-thin-light-laptop-1tbintel-core-i5
141,ASUS,ROG Flow Z13 13” 2.5K 180Hz Touchscreen Nebula AI Gaming Laptop (AMD Strix Halo AI MAX+ 395),13.4,IPS,2560x1600,,3.0,16 Core,AMD STRIX HALO-16C/BGA,32,LPDDR5,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.2,1 Year,3149,https://www.jbhifi.com.au/products/asus-rog-flow-z13-13-2-5k-180hz-touchscreen-nebula-ai-gaming-laptop-amd-strix-halo-ai-max-395
142,Alienware,16 Aurora 16 WQXGA 120Hz Gaming Laptop (Intel Core 7)[GeForce RTX 5060],16.0,IPS,2560 x 1600,Intel Core 7,2.5,10 Core,,32,DDR5 SDRAM,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.57,1 Year,2449,https://www.jbhifi.com.au/products/alienware-16-aurora-16-wqxga-120hz-gaming-laptop-intel-core-7geforce-rtx-5060
143,ASUS,ROG Strix G16 16 WQXGA 240Hz Gaming Laptop (Intel Core Ultra 9) [GeForce RTX 5070],16.0,IPS,2560 x 1600,Intel Core Ultra 9,2.7,24 Core,,32,,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.65,1 Year,3429,https://www.jbhifi.com.au/products/asus-rog-strix-g16-16-wqxga-240hz-gaming-laptop-intel-core-ultra-9-geforce-rtx-5070
144,ASUS,CX14 14 Chromebook Laptop (Intel N4500)[128GB],14.0,,1920 x 1080,Intel Core Celeron,1.1,Dual Core,,8,,128GB,Wi-Fi 6 (802.11 ax),Google Chrome,1.4,1 Year,259,https://www.jbhifi.com.au/products/asus-cx14-14-chromebook-laptop-intel-n4500128gb
145,Dell,14 Plus 14 FHD+ 2-in-1 Laptop (Intel Core Ultra 7)[1TB],14.0,LED,1920 x 1200,Intel Core Ultra 7,2.2,8 Core,,16,LPDDR5,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,,1 Year,1679,https://www.jbhifi.com.au/products/dell-14-plus-14-fhd-2-in-1-laptop-intel-core-ultra-71tb
146,MSI,Venture 14 AI 14 2.8K OLED 120Hz Laptop (Core Ultra 7) [1TB],14.0,OLED,2880 x 1800,Intel Core Ultra 7,2.5,16 Core,Intel Arc Graphics,32,DDR5,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.7,1 Year,1399,https://www.jbhifi.com.au/products/msi-venture-14-ai-14-2-8k-oled-120hz-laptop-core-ultra-7-1tb
147,MSI,Venture A14 AI+ 14 2.8K OLED 120Hz Next-Level Laptop (Ryzen AI 5) [512GB],14.0,IPS-Level,2880 x 1800,AMD Ryzen AI 5,2.0,6 Core,AMD Radeon Graphics,16,DDR5,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.7,1 Year,1099,https://www.jbhifi.com.au/products/msi-venture-a14-ai-14-2-8k-oled-120hz-next-level-laptop-ryzen-ai-5-512gb
148,Lenovo,IdeaPad 5i 14 WUXGA 2-in-1 Laptop (Intel Core i7)[512GB],14.0,OLED,1920 x 1200,Intel Core i7,2.4,10 Core,,16,,512GB,Wi-Fi 6 (802.11 ax),Windows 11 Home,1.5,1 Year,1299,https://www.jbhifi.com.au/products/lenovo-ideapad-5i-14-wuxga-2-in-1-laptop-intel-core-i7512gb
149,Lenovo,IdeaPad 5i 14 WUXGA 2-in-1 Laptop (Intel Core i5)[512GB],14.0,IPS,1920 x 1200,Intel Core i5,2.1,8 Core,,8,,512GB,Wi-Fi 6 (802.11 ax),Windows 11 Home,1.6,1 Year,899,https://www.jbhifi.com.au/products/lenovo-ideapad-5i-14-wuxga-2-in-1-laptop-intel-core-i5512gb
150,HP,OmniBook Ultra Flip 14 OLED Laptop (Intel® Core™ Ultra 7 / 32GB),14.0,OLED,2880x1800,Intel® Core™ Ultra 7,2.2,8 Core,Intel® Arc™ Graphics,32,LPDDR5,1TB,Yes,Windows 11 Home,,1 Year,2499,https://www.jbhifi.com.au/products/hp-omnibook-ultra-flip-14-oled-laptop-intel-core-ultra-7-32gb
151,HP,14a-nf0007TU 14 HD Chromebook Laptop (Intel N100)[64GB],14.0,SVA,1366 x 768,Intel N,1.0,Quad Core,Intel® UHD Graphics,4,LPDDR5,64GB,Wi-Fi 6E (802.11 ax),Google Chrome,1.45,1 Year,349,https://www.jbhifi.com.au/products/hp-14a-nf0007tu-14-hd-chromebook-laptop-intel-n10064gb
152,Microsoft,Surface Laptop (7th Edition) Copilot+ PC 13.8 Snapdragon X Elite 12 core/16GB/1TB (Black),13.8,,2304 x 1536,Qualcomm Snapdragon,3.4,12 Core,Qualcomm® Adreno™ GPU,16,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.22,1 Year,1899,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-13-8-snapdragon-x-elite-12-core-16gb-1tb-black
153,Microsoft,Surface Pro (11th Edition) Copilot+ PC 13 Snapdragon X Elite 12 core/16GB/1TB OLED (Black),13.0,Touchscreen: 13” PixelSense™ Flow Display OLED,2880 x 1920,Qualcomm Snapdragon,3.4,12 Core,Integrated,16,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,0.895,1 Year,2049,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-elite-12-core-16gb-1tb-oled-black
154,Microsoft,Surface Pro (11th Edition) Copilot+ PC 13 Snapdragon X Plus 10 core/16GB/512GB (Dune),13.0,Touchscreen: 13” PixelSense™ Flow Display,2880 x 1920,Qualcomm Snapdragon,3.4,10 Core,Integrated,16,,512GB,Wi-Fi 7 (802.11 be),Windows 11 Home,0.895,1 Year,1499,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-plus-10-core-16gb-512gb-dune
155,MSI,Modern 15 H AI 15.6 FHD Lifestyle Laptop (Intel Core Ultra 7) [512GB SSD],15.6,IPS,1920 x 1080,Intel Core Ultra 7,3.8,16 Core,Intel Arc,16,DDR5 SDRAM,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.9,1 Year,1099,https://www.jbhifi.com.au/products/msi-modern-15-h-ai-15-6-fhd-lifestyle-laptop-intel-core-ultra-7-512gb-ssd
156,HP,15a-nb0009TU 15.6 Full HD Chromebook Laptop with Gemini (128GB)[Intel i3],15.6,IPS,1920 x 1080,Intel N,0.1,8 Core,Intel® UHD Graphics,8,LPDDR5,128GB,Wi-Fi 6 (802.11 ax),Google Chrome,1.73,1 Year,499,https://www.jbhifi.com.au/products/hp-15a-nb0009tu-15-6-full-hd-chromebook-laptop-with-gemini-128gbintel-i3
157,MSI,Vector 16 HX AI 16 QHD+ 240Hz Gaming Laptop (Intel Core Ultra 9) [GeForce RTX 5070],16.0,IPS-Level,2560 x 1600,Intel Core Ultra 9,2.7,24 Core,,32,DDR5,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.7,1 Year,2799,https://www.jbhifi.com.au/products/msi-vector-16-hx-ai-16-qhd-240hz-gaming-laptop-intel-core-ultra-9-geforce-rtx-5070
158,Apple,"MacBook Air 15-inch with M4 Chip, 512GB/24GB (Sky Blue)",15.3,Liquid Retina LED-backlit display with IPS technology,2880 x 1864,Apple M4,,10 Core,10-core GPU,24,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sequoia,,1 Year,2399,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-512gb-24gb-sky-blue
159,Microsoft,Surface Pro (11th Edition) Copilot+ PC 13 Snapdragon X Elite 12 core/32GB/1TB (Platinum),13.0,13” PixelSense™ Flow Display,2880 x 1920,Qualcomm Snapdragon,,12 Core,integrated,32,,1TB,Yes,Windows 11 Home,1.757,2 Years,2479,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-elite-12-core-32gb-1tb-platinum
160,Lenovo,LOQ 15.6 FHD 144Hz Gaming Laptop (Intel Core i7)[GeForce RTX 4060],15.6,IPS,1920 x 1080,Intel Core i7,2.6,14 Core,,32,SO-DIMM DDR5-4800,1TB,Wi-Fi 6 (802.11 ax),Windows 11 Home,2.38,1 Year,2499,https://www.jbhifi.com.au/products/lenovo-loq-15-6-fhd-144hz-gaming-laptop-intel-core-i7geforce-rtx-4060-1
161,Apple,"MacBook Pro 14-inch with M4 Chip, 1TB/24GB (Silver)[2024]",14.0,,3124 x 1964,Apple M4,,10 Core,10 core GPU,24,,1TB,Wi-Fi 6E (802.11 ax),MacOS Sequioa,,1 Year,2887,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-chip-1tb-24gb-silver2024
162,Asus,Zenbook S 14 14 3K OLED Laptop (Intel Core Ultra 7)[1TB],14.0,OLED,2880 x 1800,Intel Core Ultra 7,3.7,8 Core,,32,DDR5 SDRAM,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.2,1 Year,2549,https://www.jbhifi.com.au/products/asus-zenbook-s-14-14-3k-oled-laptop-intel-core-ultra-71tb
163,MSI,Thin A15 15 FHD 144Hz Gaming Laptop (Ryzen 5) [GeForce RTX 3050],15.6,IPS-Level,1920x1080,AMD Ryzen 5,3.3,6 Core,NVIDIA GeForce RTX 3050,8,DDR5-4800,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.86,1 Year,1149,https://www.jbhifi.com.au/products/msi-thin-a15-15-fhd-144hz-gaming-laptop-ryzen-5-geforce-rtx-3050
164,MSI,Summit 13 AI+ Evo 13.3 FHD+ 2-in-1 Laptop (Intel Core Ultra 9) [2TB],13.3,IPS,1920 x 1200,Intel Core Ultra 9,3.3,8 Core,Intel Arc graphics,32,,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.35,1 Year,2199,https://www.jbhifi.com.au/products/msi-summit-13-ai-evo-13-3-fhd-2-in-1-laptop-intel-core-ultra-9-2tb
165,Dell,Inspiron 15 3530 15.6 FHD 120Hz Laptop (Intel Core i7)[512GB],15.6,LED,1920 x 1080,Intel Core i7,1.7,10 Core,Intel Iris Xe,16,DDR4,512GB,Wi-Fi 6 (802.11 ax),Windows 11 Home,1.66,1 Year,979,https://www.jbhifi.com.au/products/dell-inspiron-15-3530-15-6-fhd-120hz-laptop-intel-core-i7512gb
166,Lenovo,Yoga Slim 7i 14 WUXGA OLED Laptop (Ryzen AI 7)[1TB],14.0,OLED,1920 x 1200,AMD Ryzen AI 7,,8 Core,Integrated AMD Radeon 860M Graphics,32,DDR5 SDRAM,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.19,1 Year,1499,https://www.jbhifi.com.au/products/lenovo-yoga-slim-7i-14-wuxga-oled-laptop-ryzen-ai-71tb
167,Apple,"MacBook Air 15-inch with M4 Chip, 256GB/16GB (Silver)",15.3,Liquid Retina LED-backlit display with IPS technology,2880 x 1864,Apple M4,,10 Core,10-core GPU,16,,256GB,Wi-Fi 6E (802.11 ax),MacOS Sequoia,,1 Year,1799,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-256gb-16gb-silver
168,ASUS,ROG Zephyrus G16 16 2.5K 240Hz OLED Nebula Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5080],16.0,OLED,2560x1600,Intel Core Ultra 9,2.9,16 Core,NVIDIA GeForce RTX 5080,32,DDR5 SDRAM,,Wi-Fi 7 (802.11 be),Windows 11 Home,1.95,1 Year,4619,https://www.jbhifi.com.au/products/asus-rog-zephyrus-g16-16-2-5k-240hz-oled-nebula-gaming-laptop-intel-core-ultra-9geforce-rtx-5080
169,ASUS,ProArt P16 16 4K OLED Laptop (AMD Ryzen AI) [GeForce RTX 4070],16.0,OLED,3840 x 2400,AMD Ryzen 9,2.0,12 Core,,32,,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.85,1 Year,3749,https://www.jbhifi.com.au/products/asus-proart-p16-16-4k-oled-laptop-amd-ryzen-ai-geforce-rtx-4070
170,Apple,"MacBook Pro 14-inch with M4 Max Chip, 1TB/36GB (Space Black)[2024]",14.0,,3124 x 1964,Apple M4 Max,,14 Core,32 core GPU,36,,1TB,Wi-Fi 6E (802.11 ax),MacOS Sequioa,,1 Year,4767,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-max-chip-1tb-36gb-space-black2024
171,MSI,Cyborg 15 15.6 FHD 144Hz Gaming Laptop (Intel Core 7) [GeForce RTX 5050],15.6,IPS-Level,1920 x 1080,Intel Core 7,2.5,10 Core,,16,DDR5,,Wi-Fi 6E (802.11 ax),Windows 11 Home,,1 Year,1549,https://www.jbhifi.com.au/products/msi-cyborg-15-15-6-fhd-144hz-gaming-laptop-intel-core-7-geforce-rtx-5050
172,Dell,Inspiron 14 7440 14 WQXGA 2-in-1 Laptop (Intel Core i5)[512GB/16GB],14.0,LED,1920 x 1200,Intel Core i5,1.3,10 Core,Intel Iris Xe,16,DDR5 SDRAM,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.74,1 Year,1599,https://www.jbhifi.com.au/products/dell-inspiron-14-7440-14-wqxga-2-in-1-laptop-intel-core-i5512gb-16gb
173,Lenovo,Legion 5i 15.1 WQXGA 165Hz OLED Gaming Laptop (Intel Core i9)[GeForce RTX 5070],15.1,OLED,2560 x 1600,Intel Core i9,,24 Core,,32,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.9,1 Year,2688,https://www.jbhifi.com.au/products/lenovo-legion-5i-15-1-wqxga-165hz-oled-gaming-laptop-intel-core-i9geforce-rtx-5070
174,Lenovo,Legion 9i 18 WQUXGA 240Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5090],18.0,IPS,3840 x 2160,Intel Core Ultra 9,,24 Core,RTX 5090,64,DDR5 SDRAM,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,3.75,1 Year,7999,https://www.jbhifi.com.au/products/lenovo-legion-9i-18-wquxga-240hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5090
175,HP,Laptop 14-ep1185TU 14 Full HD Laptop (Intel Core Ultra 5)[512GB],14.0,IPS,1920 x 1080,Intel Core Ultra 5,3.6,14 Core,Intel® Arc™ Graphics,24,DDR5,512GB,Wi-Fi 6 (802.11 ax),Windows 11 Home,1.4,1 Year,949,https://www.jbhifi.com.au/products/hp-laptop-14-ep1185tu-14-full-hd-laptop-intel-core-ultra-5512gb
176,ASUS,Zenbook A14 14 OLED Copilot+ PC Beige Laptop (Snapdragon X Elite)[1TB/32GB],14.0,OLED,1920 x 1200,Qualcomm Snapdragon,3.4,12 Core,Qualcomm® Adreno™ GPU,32,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,0.98,1 Year,2599,https://www.jbhifi.com.au/products/asus-zenbook-a14-14-oled-copilot-pc-beige-laptop-snapdragon-x-elite1tb-32gb
177,Victus,15-fa2364TX 15.6 Full HD Gaming Laptop (Intel Core i7)[GeForce RTX 4050],15.6,IPS,1920 x 1080,Intel Core i7,2.4,10 Core,,16,DDR4,512GB,Wi-Fi 6 (802.11 ax),Windows 11 Home,2.29,1 Year,1299,https://www.jbhifi.com.au/products/victus-15-fa2364tx-15-6-full-hd-gaming-laptop-intel-core-i7geforce-rtx-4050
178,HP,OmniBook X Flip 14 WUXGA 2-in-1 Next Gen AI OLED Laptop (Intel Core Ultra 7)[512GB/Blue],14.0,OLED,1920 x 1200,Intel Core Ultra 7,2.2,8 Core,Intel Arc 140V,32,LPDDR5,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.38,1 Year,1699,https://www.jbhifi.com.au/products/hp-omnibook-x-flip-14-wuxga-2-in-1-next-gen-ai-oled-laptop-intel-core-ultra-7512gb-blue
179,HP,OmniBook X Flip 14 3K UWVA 2-in-1 OLED Laptop (Intel Core Ultra 7)[1TB],14.0,UWVA,2880 x 1800,Intel Core Ultra 7,2.2,8 Core,,32,LPDDR5x,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.38,1 Year,2899,https://www.jbhifi.com.au/products/hp-omnibook-x-flip-14-3k-uwva-2-in-1-oled-laptop-intel-core-ultra-71tb
180,Alienware,16X Aurora 16 WQXGA 240Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5070],16.0,,2560 x 1600,Intel Core Ultra 9,2.7,16 Core,,32,DDR5 SDRAM,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.66,1 Year,3359,https://www.jbhifi.com.au/products/alienware-16x-aurora-16-wqxga-240hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5070
181,HP,OMEN MAX 16 UWVA 2.5K 240Hz OLED Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5080],16.0,OLED,2560x1600,Intel Core Ultra 9,2.7,24 Core,,32,DDR5,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,,1 Year,5999,https://www.jbhifi.com.au/products/hp-omen-max-16-uwva-2-5k-240hz-oled-gaming-laptop-intel-core-ultra-9geforce-rtx-5080
182,Asus,TUF F16 16 FHD+ Gaming Laptop (Intel Core i7)[GeForce RTX 5050],16.0,IPS,1920 x 1200,Intel Core i7,2.2,16 Core,,16,,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,2.2,1 Year,1889,https://www.jbhifi.com.au/products/asus-tuf-f16-16-fhd-gaming-laptop-intel-core-i7geforce-rtx-5050
183,ASUS,Vivobook 16 16 WUXGA Laptop (Copilot+ PC)[512GB],16.0,IPS,1920 x 1200,Qualcomm Snapdragon,2.97,8 Core,Qualcomm® Adreno™ GPU,16,,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,2.5,1 Year,899,https://www.jbhifi.com.au/products/asus-vivobook-16-16-wuxga-laptop-copilot-pc512gb
184,Lenovo,IdeaPad Slim 3x 15.3 2K Copilot+ PC Laptop (Snapdragon X)[512GB],15.3,IPS,1920 x 1200,Qualcomm Snapdragon,,8 Core,Integrated Qualcomm® Adreno™ GPU,16,,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.5,1 Year,799,https://www.jbhifi.com.au/products/lenovo-ideapad-slim-3x-15-3-2k-copilot-pc-laptop-snapdragon-x512gb
185,ASUS,Zenbook A14 14 OLED Laptop (Copilot+ PC)[1TB],14.0,OLED,1921 x 1200,Qualcomm Snapdragon,3.4,12 Core,Qualcomm® Adreno™ GPU,32,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,0.98,1 Year,1799,https://www.jbhifi.com.au/products/asus-zenbook-a14-14-oled-laptop-copilot-pc1tb
186,Lenovo,Yoga 7 EVO 14 2.8K 2-in-1 Laptop (Intel Core Ultra 7)[1TB],14.0,OLED,2880 x 1800,Intel Core Ultra 7,,16 Core,,32,,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.49,1 Year,2299,https://www.jbhifi.com.au/products/lenovo-yoga-7-evo-14-2-8k-2-in-1-laptop-intel-core-ultra-71tb
187,Apple,"MacBook Pro 16-inch with M4 Pro Chip, 512GB/48GB (Space Black)[2024]",16.2,,3456 x 2234,Apple M4 Pro,,,,48,,512GB,Wi-Fi 6E (802.11 ax),,3.48,,4599,https://www.jbhifi.com.au/products/apple-macbook-pro-16-inch-with-m4-pro-chip-512gb-48gb-space-black2024
188,MSI,Prestige 13 AI+ Evo 13.3 2.8K OLED Ultra-Lightweight Laptop (Intel Core Ultra 7) [1TB],13.3,OLED,2880 x 1800,Intel Core Ultra 7,2.2,8 Core,Intel Arc graphics,32,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,0.99,2 Years,1899,https://www.jbhifi.com.au/products/msi-prestige-13-ai-evo-13-3-2-8k-oled-ultra-lightweight-laptop-intel-core-ultra-7-1tb
189,Microsoft,Surface Laptop (7th Edition) Copilot+ PC 15 Snapdragon X Elite 12 core/16GB/1TB (Platinum),15.0,,2496 x 1664,Qualcomm Snapdragon,3.4,12 Core,Qualcomm® Adreno™ GPU,16,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.66,1 Year,2049,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-15-snapdragon-x-elite-12-core-16gb-1tb-platinum
190,Microsoft,Surface Laptop (7th Edition) Copilot+ PC 15 Snapdragon X Elite 12 core/16GB/512GB (Platinum),15.0,,2496 x 1664,Qualcomm Snapdragon,3.4,12 Core,Qualcomm® Adreno™ GPU,16,,512GB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.66,1 Year,1797,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-15-snapdragon-x-elite-12-core-16gb-512gb-platinum
191,Microsoft,Surface Laptop (7th Edition) Copilot+ PC 13.8 Snapdragon X Elite 12 core/16GB/512GB (Sapphire),13.8,,2304 x 1536,Qualcomm Snapdragon,3.4,12 Core,Qualcomm® Adreno™ GPU,16,,512GB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.22,1 Year,1699,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-13-8-snapdragon-x-elite-12-core-16gb-512gb-sapphire
192,Microsoft,Surface Pro (11th Edition) Copilot+ PC 13 Snapdragon X Plus 10 core/16GB/512GB (Platinum),13.0,Touchscreen: 13” PixelSense™ Flow Display,2880 x 1920,Qualcomm Snapdragon,3.4,10 Core,Integrated,16,,512GB,Wi-Fi 7 (802.11 be),Windows 11 Home,0.895,1 Year,1499,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-plus-10-core-16gb-512gb-platinum
193,Microsoft,Surface Laptop (7th Edition) Copilot+ PC 13.8 Snapdragon X Elite 12 core/16GB/1TB (Sapphire),13.8,,2304 x 1536,Qualcomm Snapdragon,3.4,12 Core,Qualcomm® Adreno™ GPU,16,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.22,1 Year,1899,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-13-8-snapdragon-x-elite-12-core-16gb-1tb-sapphire
194,Dell,Inspiron 14 5440 14 WUXGA Laptop (Intel Core 5)[1TB],14.0,LED,1920 x 1200,Intel Core 5,1.4,10 Core,Intel Graphics,16,DDR5 SDRAM,1TB,Wi-Fi 6 (802.11 ax),Windows 11 Home,1.56,1 Year,1189,https://www.jbhifi.com.au/products/dell-inspiron-14-5440-14-wuxga-laptop-intel-core-51tb
195,Apple,"MacBook Pro 14-inch with M5 Chip, 1TB/24GB (Silver)",14.2,,3024 x 1964,Apple M5,,10 Core,10 Core GPU,24,,1TB,Wi-Fi 6E (802.11 ax),MacOS Sonoma,,1 Year,3099,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m5-chip-1tb-24gb-silver
196,ASUS,V16 16 WUXGA 144Hz Gaming Laptop (Intel Core 7)[GeForce RTX 5050],16.0,,1920 x 1200,Intel Core 7,2.5,10 Core,,32,,1TB,Wi-Fi 6 (802.11 ax),Windows 11 Home,1.95,1 Year,1819,https://www.jbhifi.com.au/products/asus-v16-16-wuxga-144hz-gaming-laptop-intel-core-7geforce-rtx-5050
197,Apple,"MacBook Air 15-inch with M4 Chip, 512GB/24GB (Silver)",15.3,Liquid Retina LED-backlit display with IPS technology,2880 x 1864,Apple M4,,10 Core,10-core GPU,24,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sequoia,,1 Year,2399,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-512gb-24gb-silver
198,DELL,XPS 13 9350 13.4 3K OLED Laptop (Intel Core Ultra 7)[1TB],13.4,LED,2880 x 1800,Intel Core Ultra 7,2.2,8 Core,Intel ARC,32,LPDDR5X,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.18,1 Year,2449,https://www.jbhifi.com.au/products/dell-xps-13-9350-13-4-3k-oled-laptop-intel-core-ultra-71tb
199,Apple,"MacBook Air 15-inch with M4 Chip, 512GB/16GB (Starlight)",15.3,Liquid Retina LED-backlit display with IPS technology,2880 x 1864,Apple M4,,10 Core,10-core GPU,16,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sequoia,,1 Year,2099,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-512gb-16gb-starlight
200,Apple,"MacBook Air 15-inch with M4 Chip, 512GB/16GB (Silver)",15.3,Liquid Retina LED-backlit display with IPS technology,2880 x 1864,Apple M4,,10 Core,10-core GPU,16,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sequoia,,1 Year,2099,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-512gb-16gb-silver
201,ASUS,CX34 14 Full HD Chromebook Laptop with Gemini (13th Gen Intel i5)[256GB],14.0,,1920 x 1080,Intel Core i5,1.3,Deca Core,,8,,256GB,Wi-Fi 6E (802.11 ax),Google Chrome,1.43,1 Year,599,https://www.jbhifi.com.au/products/asus-cx34-14-full-hd-chromebook-laptop-with-gemini-13th-gen-intel-i5256gb
202,Apple,"iMac with Retina 4.5K Display 24-inch, M4 Chip 10-core 512GB/24GB (Silver)[2024]",24.0,,4480 x 2520,Apple M4,,10 Core,10 core,24,,512GB,Wi-Fi 6E (802.11 ax),,,1 Year,2877,https://www.jbhifi.com.au/products/apple-imac-with-retina-4-5k-display-24-inch-m4-chip-10-core-512gb-24gb-silver2024
203,Apple,"MacBook Pro 16-inch with M4 Max Chip, 1TB/48GB (Silver)[2024]",16.2,,3456 x 2234,Apple M4 Max,,,,48,,1TB,Wi-Fi 6E (802.11 ax),,,,6177,https://www.jbhifi.com.au/products/apple-macbook-pro-16-inch-with-m4-max-chip-1tb-48gb-silver2024
204,Dell,DB16255 16 WUXGA Copilot+ PC Laptop (Ryzen AI 5)[512GB],16.0,LED,1920 x 1200,AMD Ryzen AI 5,,6 Core,AMD Radeon Graphics,16,LPDDR5,512GB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.83,1 Year,1099,https://www.jbhifi.com.au/products/dell-db16255-16-wuxga-copilot-pc-laptop-ryzen-ai-5512gb
